"label","n","parent","id"
"Kenya",54,"Mystery","Mystery  -  Kenya"
"Kenya",19,"Reality TV","Reality TV  -  Kenya"
"Kenya",99,"Romance","Romance  -  Kenya"
"Kenya",36,"Sci Fi","Sci Fi  -  Kenya"
"Kenya",8,"Sport","Sport  -  Kenya"
"Kenya",8,"Talk Show","Talk Show  -  Kenya"
"Kenya",75,"Thriller","Thriller  -  Kenya"
"Kenya",2,"War","War  -  Kenya"
"Kenya",2,"Western","Western  -  Kenya"
"Kuwait",231,"Action","Action  -  Kuwait"
"Kuwait",3,"Adult","Adult  -  Kuwait"
"Kuwait",132,"Adventure","Adventure  -  Kuwait"
"Kuwait",61,"Animation","Animation  -  Kuwait"
"Kuwait",11,"Biography","Biography  -  Kuwait"
"Kuwait",164,"Comedy","Comedy  -  Kuwait"
"Kuwait",121,"Crime","Crime  -  Kuwait"
"Kuwait",16,"Documentary","Documentary  -  Kuwait"
"Kuwait",313,"Drama","Drama  -  Kuwait"
"Kuwait",30,"Family","Family  -  Kuwait"
"Kuwait",44,"Fantasy","Fantasy  -  Kuwait"
"Kuwait",4,"Film Noir","Film Noir  -  Kuwait"
"Kuwait",8,"Game Show","Game Show  -  Kuwait"
"Kuwait",6,"History","History  -  Kuwait"
"Kuwait",39,"Horror","Horror  -  Kuwait"
"Kuwait",1,"Music","Music  -  Kuwait"
"Kuwait",1,"Musical","Musical  -  Kuwait"
"Kuwait",55,"Mystery","Mystery  -  Kuwait"
"Kuwait",10,"Reality TV","Reality TV  -  Kuwait"
"Kuwait",80,"Romance","Romance  -  Kuwait"
"Kuwait",28,"Sci Fi","Sci Fi  -  Kuwait"
"Kuwait",4,"Short","Short  -  Kuwait"
"Kuwait",4,"Sport","Sport  -  Kuwait"
"Kuwait",10,"Talk Show","Talk Show  -  Kuwait"
"Kuwait",73,"Thriller","Thriller  -  Kuwait"
"Kuwait",3,"War","War  -  Kuwait"
"Kuwait",2,"Western","Western  -  Kuwait"
"Latvia",176,"Action","Action  -  Latvia"
"Latvia",2,"Adult","Adult  -  Latvia"
"Latvia",146,"Adventure","Adventure  -  Latvia"
"Latvia",88,"Animation","Animation  -  Latvia"
"Latvia",9,"Biography","Biography  -  Latvia"
"Latvia",228,"Comedy","Comedy  -  Latvia"
"Latvia",112,"Crime","Crime  -  Latvia"
"Latvia",20,"Documentary","Documentary  -  Latvia"
"Latvia",263,"Drama","Drama  -  Latvia"
"Latvia",23,"Family","Family  -  Latvia"
"Latvia",32,"Fantasy","Fantasy  -  Latvia"
"Latvia",4,"Film Noir","Film Noir  -  Latvia"
"Latvia",12,"Game Show","Game Show  -  Latvia"
"Latvia",2,"History","History  -  Latvia"
"Latvia",30,"Horror","Horror  -  Latvia"
"Latvia",2,"Music","Music  -  Latvia"
"Latvia",63,"Mystery","Mystery  -  Latvia"
"Latvia",16,"Reality TV","Reality TV  -  Latvia"
"Latvia",82,"Romance","Romance  -  Latvia"
"Latvia",40,"Sci Fi","Sci Fi  -  Latvia"
"Latvia",5,"Short","Short  -  Latvia"
"Latvia",10,"Sport","Sport  -  Latvia"
"Latvia",9,"Talk Show","Talk Show  -  Latvia"
"Latvia",46,"Thriller","Thriller  -  Latvia"
"Latvia",3,"War","War  -  Latvia"
"Latvia",2,"Western","Western  -  Latvia"
"Lebanon",211,"Action","Action  -  Lebanon"
"Lebanon",3,"Adult","Adult  -  Lebanon"
"Lebanon",106,"Adventure","Adventure  -  Lebanon"
"Lebanon",32,"Animation","Animation  -  Lebanon"
"Lebanon",12,"Biography","Biography  -  Lebanon"
"Lebanon",188,"Comedy","Comedy  -  Lebanon"
"Lebanon",133,"Crime","Crime  -  Lebanon"
"Lebanon",16,"Documentary","Documentary  -  Lebanon"
"Lebanon",364,"Drama","Drama  -  Lebanon"
"Lebanon",21,"Family","Family  -  Lebanon"
"Lebanon",48,"Fantasy","Fantasy  -  Lebanon"
"Lebanon",4,"Film Noir","Film Noir  -  Lebanon"
"Lebanon",8,"Game Show","Game Show  -  Lebanon"
"Lebanon",3,"History","History  -  Lebanon"
"Lebanon",23,"Horror","Horror  -  Lebanon"
"Lebanon",2,"Music","Music  -  Lebanon"
"Lebanon",1,"Musical","Musical  -  Lebanon"
"Lebanon",40,"Mystery","Mystery  -  Lebanon"
"Lebanon",10,"Reality TV","Reality TV  -  Lebanon"
"Lebanon",113,"Romance","Romance  -  Lebanon"
"Lebanon",26,"Sci Fi","Sci Fi  -  Lebanon"
"Lebanon",6,"Short","Short  -  Lebanon"
"Lebanon",6,"Sport","Sport  -  Lebanon"
"Lebanon",11,"Talk Show","Talk Show  -  Lebanon"
"Lebanon",64,"Thriller","Thriller  -  Lebanon"
"Lebanon",3,"War","War  -  Lebanon"
"Lebanon",2,"Western","Western  -  Lebanon"
"Lithuania",152,"Action","Action  -  Lithuania"
"Lithuania",2,"Adult","Adult  -  Lithuania"
"Lithuania",100,"Adventure","Adventure  -  Lithuania"
"Lithuania",60,"Animation","Animation  -  Lithuania"
"Lithuania",11,"Biography","Biography  -  Lithuania"
"Lithuania",206,"Comedy","Comedy  -  Lithuania"
"Lithuania",117,"Crime","Crime  -  Lithuania"
"Lithuania",25,"Documentary","Documentary  -  Lithuania"
"Lithuania",260,"Drama","Drama  -  Lithuania"
"Lithuania",23,"Family","Family  -  Lithuania"
"Lithuania",36,"Fantasy","Fantasy  -  Lithuania"
"Lithuania",5,"Film Noir","Film Noir  -  Lithuania"
"Lithuania",12,"Game Show","Game Show  -  Lithuania"
"Lithuania",3,"History","History  -  Lithuania"
"Lithuania",34,"Horror","Horror  -  Lithuania"
"Lithuania",3,"Music","Music  -  Lithuania"
"Lithuania",51,"Mystery","Mystery  -  Lithuania"
"Lithuania",14,"Reality TV","Reality TV  -  Lithuania"
"Lithuania",93,"Romance","Romance  -  Lithuania"
"Lithuania",22,"Sci Fi","Sci Fi  -  Lithuania"
"Lithuania",10,"Short","Short  -  Lithuania"
"Lithuania",9,"Sport","Sport  -  Lithuania"
"Lithuania",7,"Talk Show","Talk Show  -  Lithuania"
"Lithuania",52,"Thriller","Thriller  -  Lithuania"
"Lithuania",5,"War","War  -  Lithuania"
"Lithuania",2,"Western","Western  -  Lithuania"
"Luxembourg",182,"Action","Action  -  Luxembourg"
"Luxembourg",2,"Adult","Adult  -  Luxembourg"
"Luxembourg",129,"Adventure","Adventure  -  Luxembourg"
"Luxembourg",55,"Animation","Animation  -  Luxembourg"
"Luxembourg",7,"Biography","Biography  -  Luxembourg"
"Luxembourg",178,"Comedy","Comedy  -  Luxembourg"
"Luxembourg",135,"Crime","Crime  -  Luxembourg"
"Luxembourg",23,"Documentary","Documentary  -  Luxembourg"
"Luxembourg",333,"Drama","Drama  -  Luxembourg"
"Luxembourg",36,"Family","Family  -  Luxembourg"
"Luxembourg",49,"Fantasy","Fantasy  -  Luxembourg"
"Luxembourg",4,"Film Noir","Film Noir  -  Luxembourg"
"Luxembourg",7,"Game Show","Game Show  -  Luxembourg"
"Luxembourg",4,"History","History  -  Luxembourg"
"Luxembourg",31,"Horror","Horror  -  Luxembourg"
"Luxembourg",20,"Music","Music  -  Luxembourg"
"Luxembourg",53,"Mystery","Mystery  -  Luxembourg"
"Luxembourg",11,"Reality TV","Reality TV  -  Luxembourg"
"Luxembourg",97,"Romance","Romance  -  Luxembourg"
"Luxembourg",17,"Sci Fi","Sci Fi  -  Luxembourg"
"Luxembourg",14,"Sport","Sport  -  Luxembourg"
"Luxembourg",10,"Talk Show","Talk Show  -  Luxembourg"
"Luxembourg",52,"Thriller","Thriller  -  Luxembourg"
"Luxembourg",3,"War","War  -  Luxembourg"
"Luxembourg",2,"Western","Western  -  Luxembourg"
"Malaysia",261,"Action","Action  -  Malaysia"
"Malaysia",2,"Adult","Adult  -  Malaysia"
"Malaysia",114,"Adventure","Adventure  -  Malaysia"
"Malaysia",41,"Animation","Animation  -  Malaysia"
"Malaysia",3,"Biography","Biography  -  Malaysia"
"Malaysia",183,"Comedy","Comedy  -  Malaysia"
"Malaysia",149,"Crime","Crime  -  Malaysia"
"Malaysia",11,"Documentary","Documentary  -  Malaysia"
"Malaysia",291,"Drama","Drama  -  Malaysia"
"Malaysia",15,"Family","Family  -  Malaysia"
"Malaysia",38,"Fantasy","Fantasy  -  Malaysia"
"Malaysia",3,"Film Noir","Film Noir  -  Malaysia"
"Malaysia",2,"Game Show","Game Show  -  Malaysia"
"Malaysia",4,"History","History  -  Malaysia"
"Malaysia",43,"Horror","Horror  -  Malaysia"
"Malaysia",1,"Music","Music  -  Malaysia"
"Malaysia",75,"Mystery","Mystery  -  Malaysia"
"Malaysia",3,"Reality TV","Reality TV  -  Malaysia"
"Malaysia",106,"Romance","Romance  -  Malaysia"
"Malaysia",34,"Sci Fi","Sci Fi  -  Malaysia"
"Malaysia",2,"Short","Short  -  Malaysia"
"Malaysia",8,"Sport","Sport  -  Malaysia"
"Malaysia",5,"Talk Show","Talk Show  -  Malaysia"
"Malaysia",73,"Thriller","Thriller  -  Malaysia"
"Malaysia",2,"War","War  -  Malaysia"
"Maldives",212,"Action","Action  -  Maldives"
"Maldives",2,"Adult","Adult  -  Maldives"
"Maldives",103,"Adventure","Adventure  -  Maldives"
"Maldives",45,"Animation","Animation  -  Maldives"
"Maldives",1,"Biography","Biography  -  Maldives"
"Maldives",176,"Comedy","Comedy  -  Maldives"
"Maldives",156,"Crime","Crime  -  Maldives"
"Maldives",15,"Documentary","Documentary  -  Maldives"
"Maldives",323,"Drama","Drama  -  Maldives"
"Maldives",20,"Family","Family  -  Maldives"
"Maldives",34,"Fantasy","Fantasy  -  Maldives"
"Maldives",4,"Film Noir","Film Noir  -  Maldives"
"Maldives",8,"Game Show","Game Show  -  Maldives"
"Maldives",4,"History","History  -  Maldives"
"Maldives",33,"Horror","Horror  -  Maldives"
"Maldives",78,"Mystery","Mystery  -  Maldives"
"Maldives",8,"Reality TV","Reality TV  -  Maldives"
"Maldives",105,"Romance","Romance  -  Maldives"
"Maldives",28,"Sci Fi","Sci Fi  -  Maldives"
"Maldives",1,"Short","Short  -  Maldives"
"Maldives",3,"Sport","Sport  -  Maldives"
"Maldives",10,"Talk Show","Talk Show  -  Maldives"
"Maldives",66,"Thriller","Thriller  -  Maldives"
"Maldives",2,"War","War  -  Maldives"
"Malta",188,"Action","Action  -  Malta"
"Malta",2,"Adult","Adult  -  Malta"
"Malta",93,"Adventure","Adventure  -  Malta"
"Malta",22,"Animation","Animation  -  Malta"
"Malta",15,"Biography","Biography  -  Malta"
"Malta",161,"Comedy","Comedy  -  Malta"
"Malta",149,"Crime","Crime  -  Malta"
"Malta",23,"Documentary","Documentary  -  Malta"
"Malta",331,"Drama","Drama  -  Malta"
"Malta",21,"Family","Family  -  Malta"
"Malta",27,"Fantasy","Fantasy  -  Malta"
"Malta",3,"Film Noir","Film Noir  -  Malta"
"Malta",8,"Game Show","Game Show  -  Malta"
"Malta",6,"History","History  -  Malta"
"Malta",26,"Horror","Horror  -  Malta"
"Malta",16,"Music","Music  -  Malta"
"Malta",1,"Musical","Musical  -  Malta"
"Malta",58,"Mystery","Mystery  -  Malta"
"Malta",13,"Reality TV","Reality TV  -  Malta"
"Malta",105,"Romance","Romance  -  Malta"
"Malta",38,"Sci Fi","Sci Fi  -  Malta"
"Malta",11,"Sport","Sport  -  Malta"
"Malta",10,"Talk Show","Talk Show  -  Malta"
"Malta",74,"Thriller","Thriller  -  Malta"
"Malta",7,"War","War  -  Malta"
"Martinique",219,"Action","Action  -  Martinique"
"Martinique",2,"Adult","Adult  -  Martinique"
"Martinique",114,"Adventure","Adventure  -  Martinique"
"Martinique",48,"Animation","Animation  -  Martinique"
"Martinique",1,"Biography","Biography  -  Martinique"
"Martinique",175,"Comedy","Comedy  -  Martinique"
"Martinique",136,"Crime","Crime  -  Martinique"
"Martinique",12,"Documentary","Documentary  -  Martinique"
"Martinique",345,"Drama","Drama  -  Martinique"
"Martinique",23,"Family","Family  -  Martinique"
"Martinique",43,"Fantasy","Fantasy  -  Martinique"
"Martinique",2,"Film Noir","Film Noir  -  Martinique"
"Martinique",5,"Game Show","Game Show  -  Martinique"
"Martinique",3,"History","History  -  Martinique"
"Martinique",34,"Horror","Horror  -  Martinique"
"Martinique",34,"Music","Music  -  Martinique"
"Martinique",1,"Musical","Musical  -  Martinique"
"Martinique",45,"Mystery","Mystery  -  Martinique"
"Martinique",8,"Reality TV","Reality TV  -  Martinique"
"Martinique",89,"Romance","Romance  -  Martinique"
"Martinique",24,"Sci Fi","Sci Fi  -  Martinique"
"Martinique",7,"Sport","Sport  -  Martinique"
"Martinique",5,"Talk Show","Talk Show  -  Martinique"
"Martinique",70,"Thriller","Thriller  -  Martinique"
"Mauritius",214,"Action","Action  -  Mauritius"
"Mauritius",2,"Adult","Adult  -  Mauritius"
"Mauritius",106,"Adventure","Adventure  -  Mauritius"
"Mauritius",38,"Animation","Animation  -  Mauritius"
"Mauritius",1,"Biography","Biography  -  Mauritius"
"Mauritius",198,"Comedy","Comedy  -  Mauritius"
"Mauritius",139,"Crime","Crime  -  Mauritius"
"Mauritius",10,"Documentary","Documentary  -  Mauritius"
"Mauritius",323,"Drama","Drama  -  Mauritius"
"Mauritius",24,"Family","Family  -  Mauritius"
"Mauritius",43,"Fantasy","Fantasy  -  Mauritius"
"Mauritius",3,"Film Noir","Film Noir  -  Mauritius"
"Mauritius",9,"Game Show","Game Show  -  Mauritius"
"Mauritius",5,"History","History  -  Mauritius"
"Mauritius",37,"Horror","Horror  -  Mauritius"
"Mauritius",3,"Music","Music  -  Mauritius"
"Mauritius",65,"Mystery","Mystery  -  Mauritius"
"Mauritius",12,"Reality TV","Reality TV  -  Mauritius"
"Mauritius",102,"Romance","Romance  -  Mauritius"
"Mauritius",38,"Sci Fi","Sci Fi  -  Mauritius"
"Mauritius",6,"Sport","Sport  -  Mauritius"
"Mauritius",9,"Talk Show","Talk Show  -  Mauritius"
"Mauritius",64,"Thriller","Thriller  -  Mauritius"
"Mauritius",1,"War","War  -  Mauritius"
"Mauritius",1,"Western","Western  -  Mauritius"
"Mexico",135,"Action","Action  -  Mexico"
"Mexico",4,"Adult","Adult  -  Mexico"
"Mexico",136,"Adventure","Adventure  -  Mexico"
"Mexico",87,"Animation","Animation  -  Mexico"
"Mexico",5,"Biography","Biography  -  Mexico"
"Mexico",211,"Comedy","Comedy  -  Mexico"
"Mexico",99,"Crime","Crime  -  Mexico"
"Mexico",12,"Documentary","Documentary  -  Mexico"
"Mexico",322,"Drama","Drama  -  Mexico"
"Mexico",22,"Family","Family  -  Mexico"
"Mexico",30,"Fantasy","Fantasy  -  Mexico"
"Mexico",2,"Film Noir","Film Noir  -  Mexico"
"Mexico",4,"History","History  -  Mexico"
"Mexico",36,"Horror","Horror  -  Mexico"
"Mexico",16,"Music","Music  -  Mexico"
"Mexico",5,"Musical","Musical  -  Mexico"
"Mexico",47,"Mystery","Mystery  -  Mexico"
"Mexico",2,"Reality TV","Reality TV  -  Mexico"
"Mexico",108,"Romance","Romance  -  Mexico"
"Mexico",26,"Sci Fi","Sci Fi  -  Mexico"
"Mexico",2,"Short","Short  -  Mexico"
"Mexico",6,"Sport","Sport  -  Mexico"
"Mexico",6,"Talk Show","Talk Show  -  Mexico"
"Mexico",56,"Thriller","Thriller  -  Mexico"
"Mexico",3,"War","War  -  Mexico"
"Morocco",258,"Action","Action  -  Morocco"
"Morocco",3,"Adult","Adult  -  Morocco"
"Morocco",102,"Adventure","Adventure  -  Morocco"
"Morocco",33,"Animation","Animation  -  Morocco"
"Morocco",4,"Biography","Biography  -  Morocco"
"Morocco",173,"Comedy","Comedy  -  Morocco"
"Morocco",191,"Crime","Crime  -  Morocco"
"Morocco",19,"Documentary","Documentary  -  Morocco"
"Morocco",361,"Drama","Drama  -  Morocco"
"Morocco",19,"Family","Family  -  Morocco"
"Morocco",29,"Fantasy","Fantasy  -  Morocco"
"Morocco",4,"Film Noir","Film Noir  -  Morocco"
"Morocco",5,"Game Show","Game Show  -  Morocco"
"Morocco",6,"History","History  -  Morocco"
"Morocco",30,"Horror","Horror  -  Morocco"
"Morocco",63,"Mystery","Mystery  -  Morocco"
"Morocco",9,"Reality TV","Reality TV  -  Morocco"
"Morocco",83,"Romance","Romance  -  Morocco"
"Morocco",27,"Sci Fi","Sci Fi  -  Morocco"
"Morocco",7,"Sport","Sport  -  Morocco"
"Morocco",7,"Talk Show","Talk Show  -  Morocco"
"Morocco",82,"Thriller","Thriller  -  Morocco"
"Morocco",3,"War","War  -  Morocco"
"Netherlands",173,"Action","Action  -  Netherlands"
"Netherlands",3,"Adult","Adult  -  Netherlands"
"Netherlands",124,"Adventure","Adventure  -  Netherlands"
"Netherlands",53,"Animation","Animation  -  Netherlands"
"Netherlands",18,"Biography","Biography  -  Netherlands"
"Netherlands",157,"Comedy","Comedy  -  Netherlands"
"Netherlands",154,"Crime","Crime  -  Netherlands"
"Netherlands",23,"Documentary","Documentary  -  Netherlands"
"Netherlands",328,"Drama","Drama  -  Netherlands"
"Netherlands",23,"Family","Family  -  Netherlands"
"Netherlands",40,"Fantasy","Fantasy  -  Netherlands"
"Netherlands",4,"Film Noir","Film Noir  -  Netherlands"
"Netherlands",6,"Game Show","Game Show  -  Netherlands"
"Netherlands",8,"History","History  -  Netherlands"
"Netherlands",27,"Horror","Horror  -  Netherlands"
"Netherlands",4,"Musical","Musical  -  Netherlands"
"Netherlands",57,"Mystery","Mystery  -  Netherlands"
"Netherlands",14,"Reality TV","Reality TV  -  Netherlands"
"Netherlands",84,"Romance","Romance  -  Netherlands"
"Netherlands",32,"Sci Fi","Sci Fi  -  Netherlands"
"Netherlands",10,"Sport","Sport  -  Netherlands"
"Netherlands",10,"Talk Show","Talk Show  -  Netherlands"
"Netherlands",69,"Thriller","Thriller  -  Netherlands"
"Netherlands",8,"War","War  -  Netherlands"
"Netherlands",2,"Western","Western  -  Netherlands"
"New Caledonia",265,"Action","Action  -  New Caledonia"
"New Caledonia",2,"Adult","Adult  -  New Caledonia"
"New Caledonia",143,"Adventure","Adventure  -  New Caledonia"
"New Caledonia",65,"Animation","Animation  -  New Caledonia"
"New Caledonia",5,"Biography","Biography  -  New Caledonia"
"New Caledonia",142,"Comedy","Comedy  -  New Caledonia"
"New Caledonia",136,"Crime","Crime  -  New Caledonia"
"New Caledonia",12,"Documentary","Documentary  -  New Caledonia"
"New Caledonia",332,"Drama","Drama  -  New Caledonia"
"New Caledonia",21,"Family","Family  -  New Caledonia"
"New Caledonia",54,"Fantasy","Fantasy  -  New Caledonia"
"New Caledonia",2,"Film Noir","Film Noir  -  New Caledonia"
"New Caledonia",2,"Game Show","Game Show  -  New Caledonia"
"New Caledonia",5,"History","History  -  New Caledonia"
"New Caledonia",34,"Horror","Horror  -  New Caledonia"
"New Caledonia",13,"Music","Music  -  New Caledonia"
"New Caledonia",38,"Mystery","Mystery  -  New Caledonia"
"New Caledonia",6,"Reality TV","Reality TV  -  New Caledonia"
"New Caledonia",69,"Romance","Romance  -  New Caledonia"
"New Caledonia",31,"Sci Fi","Sci Fi  -  New Caledonia"
"New Caledonia",6,"Sport","Sport  -  New Caledonia"
"New Caledonia",4,"Talk Show","Talk Show  -  New Caledonia"
"New Caledonia",72,"Thriller","Thriller  -  New Caledonia"
"New Caledonia",3,"War","War  -  New Caledonia"
"New Zealand",198,"Action","Action  -  New Zealand"
"New Zealand",3,"Adult","Adult  -  New Zealand"
"New Zealand",128,"Adventure","Adventure  -  New Zealand"
"New Zealand",74,"Animation","Animation  -  New Zealand"
"New Zealand",21,"Biography","Biography  -  New Zealand"
"New Zealand",168,"Comedy","Comedy  -  New Zealand"
"New Zealand",128,"Crime","Crime  -  New Zealand"
"New Zealand",22,"Documentary","Documentary  -  New Zealand"
"New Zealand",292,"Drama","Drama  -  New Zealand"
"New Zealand",19,"Family","Family  -  New Zealand"
"New Zealand",29,"Fantasy","Fantasy  -  New Zealand"
"New Zealand",3,"Film Noir","Film Noir  -  New Zealand"
"New Zealand",7,"Game Show","Game Show  -  New Zealand"
"New Zealand",12,"History","History  -  New Zealand"
"New Zealand",30,"Horror","Horror  -  New Zealand"
"New Zealand",4,"Music","Music  -  New Zealand"
"New Zealand",59,"Mystery","Mystery  -  New Zealand"
"New Zealand",21,"Reality TV","Reality TV  -  New Zealand"
"New Zealand",56,"Romance","Romance  -  New Zealand"
"New Zealand",37,"Sci Fi","Sci Fi  -  New Zealand"
"New Zealand",10,"Sport","Sport  -  New Zealand"
"New Zealand",9,"Talk Show","Talk Show  -  New Zealand"
"New Zealand",65,"Thriller","Thriller  -  New Zealand"
"New Zealand",9,"War","War  -  New Zealand"
"New Zealand",4,"Western","Western  -  New Zealand"
"Nicaragua",147,"Action","Action  -  Nicaragua"
"Nicaragua",4,"Adult","Adult  -  Nicaragua"
"Nicaragua",88,"Adventure","Adventure  -  Nicaragua"
"Nicaragua",42,"Animation","Animation  -  Nicaragua"
"Nicaragua",1,"Biography","Biography  -  Nicaragua"
"Nicaragua",186,"Comedy","Comedy  -  Nicaragua"
"Nicaragua",98,"Crime","Crime  -  Nicaragua"
"Nicaragua",13,"Documentary","Documentary  -  Nicaragua"
"Nicaragua",305,"Drama","Drama  -  Nicaragua"
"Nicaragua",17,"Family","Family  -  Nicaragua"
"Nicaragua",25,"Fantasy","Fantasy  -  Nicaragua"
"Nicaragua",2,"Film Noir","Film Noir  -  Nicaragua"
"Nicaragua",1,"History","History  -  Nicaragua"
"Nicaragua",32,"Horror","Horror  -  Nicaragua"
"Nicaragua",29,"Music","Music  -  Nicaragua"
"Nicaragua",1,"Musical","Musical  -  Nicaragua"
"Nicaragua",46,"Mystery","Mystery  -  Nicaragua"
"Nicaragua",3,"Reality TV","Reality TV  -  Nicaragua"
"Nicaragua",123,"Romance","Romance  -  Nicaragua"
"Nicaragua",20,"Sci Fi","Sci Fi  -  Nicaragua"
"Nicaragua",3,"Short","Short  -  Nicaragua"
"Nicaragua",6,"Sport","Sport  -  Nicaragua"
"Nicaragua",5,"Talk Show","Talk Show  -  Nicaragua"
"Nicaragua",69,"Thriller","Thriller  -  Nicaragua"
"Nicaragua",3,"War","War  -  Nicaragua"
"Nigeria",201,"Action","Action  -  Nigeria"
"Nigeria",4,"Adult","Adult  -  Nigeria"
"Nigeria",72,"Adventure","Adventure  -  Nigeria"
"Nigeria",13,"Animation","Animation  -  Nigeria"
"Nigeria",9,"Biography","Biography  -  Nigeria"
"Nigeria",148,"Comedy","Comedy  -  Nigeria"
"Nigeria",142,"Crime","Crime  -  Nigeria"
"Nigeria",10,"Documentary","Documentary  -  Nigeria"
"Nigeria",334,"Drama","Drama  -  Nigeria"
"Nigeria",13,"Family","Family  -  Nigeria"
"Nigeria",36,"Fantasy","Fantasy  -  Nigeria"
"Nigeria",3,"Film Noir","Film Noir  -  Nigeria"
"Nigeria",6,"Game Show","Game Show  -  Nigeria"
"Nigeria",11,"History","History  -  Nigeria"
"Nigeria",24,"Horror","Horror  -  Nigeria"
"Nigeria",1,"Music","Music  -  Nigeria"
"Nigeria",65,"Mystery","Mystery  -  Nigeria"
"Nigeria",6,"Reality TV","Reality TV  -  Nigeria"
"Nigeria",117,"Romance","Romance  -  Nigeria"
"Nigeria",38,"Sci Fi","Sci Fi  -  Nigeria"
"Nigeria",3,"Short","Short  -  Nigeria"
"Nigeria",5,"Sport","Sport  -  Nigeria"
"Nigeria",12,"Talk Show","Talk Show  -  Nigeria"
"Nigeria",63,"Thriller","Thriller  -  Nigeria"
"Nigeria",2,"War","War  -  Nigeria"
"Nigeria",2,"Western","Western  -  Nigeria"
"Norway",180,"Action","Action  -  Norway"
"Norway",3,"Adult","Adult  -  Norway"
"Norway",119,"Adventure","Adventure  -  Norway"
"Norway",51,"Animation","Animation  -  Norway"
"Norway",17,"Biography","Biography  -  Norway"
"Norway",168,"Comedy","Comedy  -  Norway"
"Norway",134,"Crime","Crime  -  Norway"
"Norway",30,"Documentary","Documentary  -  Norway"
"Norway",336,"Drama","Drama  -  Norway"
"Norway",25,"Family","Family  -  Norway"
"Norway",43,"Fantasy","Fantasy  -  Norway"
"Norway",3,"Film Noir","Film Noir  -  Norway"
"Norway",6,"Game Show","Game Show  -  Norway"
"Norway",12,"History","History  -  Norway"
"Norway",31,"Horror","Horror  -  Norway"
"Norway",3,"Music","Music  -  Norway"
"Norway",46,"Mystery","Mystery  -  Norway"
"Norway",18,"Reality TV","Reality TV  -  Norway"
"Norway",87,"Romance","Romance  -  Norway"
"Norway",19,"Sci Fi","Sci Fi  -  Norway"
"Norway",10,"Sport","Sport  -  Norway"
"Norway",8,"Talk Show","Talk Show  -  Norway"
"Norway",53,"Thriller","Thriller  -  Norway"
"Norway",11,"War","War  -  Norway"
"Norway",5,"Western","Western  -  Norway"
"Oman",208,"Action","Action  -  Oman"
"Oman",3,"Adult","Adult  -  Oman"
"Oman",100,"Adventure","Adventure  -  Oman"
"Oman",24,"Animation","Animation  -  Oman"
"Oman",7,"Biography","Biography  -  Oman"
"Oman",120,"Comedy","Comedy  -  Oman"
"Oman",125,"Crime","Crime  -  Oman"
"Oman",13,"Documentary","Documentary  -  Oman"
"Oman",281,"Drama","Drama  -  Oman"
"Oman",17,"Family","Family  -  Oman"
"Oman",37,"Fantasy","Fantasy  -  Oman"
"Oman",3,"Film Noir","Film Noir  -  Oman"
"Oman",4,"Game Show","Game Show  -  Oman"
"Oman",39,"Horror","Horror  -  Oman"
"Oman",1,"Musical","Musical  -  Oman"
"Oman",53,"Mystery","Mystery  -  Oman"
"Oman",4,"Reality TV","Reality TV  -  Oman"
"Oman",66,"Romance","Romance  -  Oman"
"Oman",24,"Sci Fi","Sci Fi  -  Oman"
"Oman",4,"Sport","Sport  -  Oman"
"Oman",6,"Talk Show","Talk Show  -  Oman"
"Oman",73,"Thriller","Thriller  -  Oman"
"Oman",3,"War","War  -  Oman"
"Oman",2,"Western","Western  -  Oman"
"Pakistan",308,"Action","Action  -  Pakistan"
"Pakistan",2,"Adult","Adult  -  Pakistan"
"Pakistan",104,"Adventure","Adventure  -  Pakistan"
"Pakistan",25,"Animation","Animation  -  Pakistan"
"Pakistan",143,"Comedy","Comedy  -  Pakistan"
"Pakistan",231,"Crime","Crime  -  Pakistan"
"Pakistan",9,"Documentary","Documentary  -  Pakistan"
"Pakistan",377,"Drama","Drama  -  Pakistan"
"Pakistan",16,"Family","Family  -  Pakistan"
"Pakistan",34,"Fantasy","Fantasy  -  Pakistan"
"Pakistan",3,"Film Noir","Film Noir  -  Pakistan"
"Pakistan",4,"Game Show","Game Show  -  Pakistan"
"Pakistan",4,"History","History  -  Pakistan"
"Pakistan",38,"Horror","Horror  -  Pakistan"
"Pakistan",2,"Musical","Musical  -  Pakistan"
"Pakistan",95,"Mystery","Mystery  -  Pakistan"
"Pakistan",2,"Reality TV","Reality TV  -  Pakistan"
"Pakistan",66,"Romance","Romance  -  Pakistan"
"Pakistan",47,"Sci Fi","Sci Fi  -  Pakistan"
"Pakistan",1,"Short","Short  -  Pakistan"
"Pakistan",3,"Sport","Sport  -  Pakistan"
"Pakistan",12,"Talk Show","Talk Show  -  Pakistan"
"Pakistan",87,"Thriller","Thriller  -  Pakistan"
"Pakistan",2,"War","War  -  Pakistan"
"Panama",159,"Action","Action  -  Panama"
"Panama",4,"Adult","Adult  -  Panama"
"Panama",113,"Adventure","Adventure  -  Panama"
"Panama",62,"Animation","Animation  -  Panama"
"Panama",5,"Biography","Biography  -  Panama"
"Panama",191,"Comedy","Comedy  -  Panama"
"Panama",116,"Crime","Crime  -  Panama"
"Panama",14,"Documentary","Documentary  -  Panama"
"Panama",315,"Drama","Drama  -  Panama"
"Panama",20,"Family","Family  -  Panama"
"Panama",29,"Fantasy","Fantasy  -  Panama"
