"parents","n","labels","id"
"Thailand",206,"Comedy","Thailand  -  Comedy"
"Thailand",121,"Crime","Thailand  -  Crime"
"Thailand",12,"Documentary","Thailand  -  Documentary"
"Thailand",262,"Drama","Thailand  -  Drama"
"Thailand",13,"Family","Thailand  -  Family"
"Thailand",49,"Fantasy","Thailand  -  Fantasy"
"Thailand",3,"Film Noir","Thailand  -  Film Noir"
"Thailand",14,"History","Thailand  -  History"
"Thailand",43,"Horror","Thailand  -  Horror"
"Thailand",5,"Music","Thailand  -  Music"
"Thailand",66,"Mystery","Thailand  -  Mystery"
"Thailand",2,"News","Thailand  -  News"
"Thailand",136,"Romance","Thailand  -  Romance"
"Thailand",50,"Sci Fi","Thailand  -  Sci Fi"
"Thailand",2,"Short","Thailand  -  Short"
"Thailand",1,"Sport","Thailand  -  Sport"
"Thailand",1,"Talk Show","Thailand  -  Talk Show"
"Thailand",79,"Thriller","Thailand  -  Thriller"
"Thailand",5,"War","Thailand  -  War"
"Trinidad and Tobago",202,"Action","Trinidad and Tobago  -  Action"
"Trinidad and Tobago",5,"Adult","Trinidad and Tobago  -  Adult"
"Trinidad and Tobago",121,"Adventure","Trinidad and Tobago  -  Adventure"
"Trinidad and Tobago",55,"Animation","Trinidad and Tobago  -  Animation"
"Trinidad and Tobago",4,"Biography","Trinidad and Tobago  -  Biography"
"Trinidad and Tobago",163,"Comedy","Trinidad and Tobago  -  Comedy"
"Trinidad and Tobago",126,"Crime","Trinidad and Tobago  -  Crime"
"Trinidad and Tobago",11,"Documentary","Trinidad and Tobago  -  Documentary"
"Trinidad and Tobago",296,"Drama","Trinidad and Tobago  -  Drama"
"Trinidad and Tobago",25,"Family","Trinidad and Tobago  -  Family"
"Trinidad and Tobago",40,"Fantasy","Trinidad and Tobago  -  Fantasy"
"Trinidad and Tobago",2,"Film Noir","Trinidad and Tobago  -  Film Noir"
"Trinidad and Tobago",7,"Game Show","Trinidad and Tobago  -  Game Show"
"Trinidad and Tobago",9,"History","Trinidad and Tobago  -  History"
"Trinidad and Tobago",33,"Horror","Trinidad and Tobago  -  Horror"
"Trinidad and Tobago",4,"Music","Trinidad and Tobago  -  Music"
"Trinidad and Tobago",1,"Musical","Trinidad and Tobago  -  Musical"
"Trinidad and Tobago",50,"Mystery","Trinidad and Tobago  -  Mystery"
"Trinidad and Tobago",8,"Reality TV","Trinidad and Tobago  -  Reality TV"
"Trinidad and Tobago",86,"Romance","Trinidad and Tobago  -  Romance"
"Trinidad and Tobago",27,"Sci Fi","Trinidad and Tobago  -  Sci Fi"
"Trinidad and Tobago",7,"Sport","Trinidad and Tobago  -  Sport"
"Trinidad and Tobago",9,"Talk Show","Trinidad and Tobago  -  Talk Show"
"Trinidad and Tobago",94,"Thriller","Trinidad and Tobago  -  Thriller"
"Trinidad and Tobago",4,"War","Trinidad and Tobago  -  War"
"Trinidad and Tobago",1,"Western","Trinidad and Tobago  -  Western"
"Turkey",229,"Action","Turkey  -  Action"
"Turkey",3,"Adult","Turkey  -  Adult"
"Turkey",127,"Adventure","Turkey  -  Adventure"
"Turkey",31,"Animation","Turkey  -  Animation"
"Turkey",11,"Biography","Turkey  -  Biography"
"Turkey",151,"Comedy","Turkey  -  Comedy"
"Turkey",143,"Crime","Turkey  -  Crime"
"Turkey",16,"Documentary","Turkey  -  Documentary"
"Turkey",341,"Drama","Turkey  -  Drama"
"Turkey",23,"Family","Turkey  -  Family"
"Turkey",62,"Fantasy","Turkey  -  Fantasy"
"Turkey",3,"Film Noir","Turkey  -  Film Noir"
"Turkey",3,"Game Show","Turkey  -  Game Show"
"Turkey",6,"History","Turkey  -  History"
"Turkey",42,"Horror","Turkey  -  Horror"
"Turkey",1,"Music","Turkey  -  Music"
"Turkey",1,"Musical","Turkey  -  Musical"
"Turkey",61,"Mystery","Turkey  -  Mystery"
"Turkey",12,"Reality TV","Turkey  -  Reality TV"
"Turkey",83,"Romance","Turkey  -  Romance"
"Turkey",42,"Sci Fi","Turkey  -  Sci Fi"
"Turkey",20,"Sport","Turkey  -  Sport"
"Turkey",14,"Talk Show","Turkey  -  Talk Show"
"Turkey",71,"Thriller","Turkey  -  Thriller"
"Turkey",4,"War","Turkey  -  War"
"Turkey",2,"Western","Turkey  -  Western"
"Ukraine",227,"Action","Ukraine  -  Action"
"Ukraine",3,"Adult","Ukraine  -  Adult"
"Ukraine",139,"Adventure","Ukraine  -  Adventure"
"Ukraine",66,"Animation","Ukraine  -  Animation"
"Ukraine",10,"Biography","Ukraine  -  Biography"
"Ukraine",179,"Comedy","Ukraine  -  Comedy"
"Ukraine",165,"Crime","Ukraine  -  Crime"
"Ukraine",24,"Documentary","Ukraine  -  Documentary"
"Ukraine",317,"Drama","Ukraine  -  Drama"
"Ukraine",33,"Family","Ukraine  -  Family"
"Ukraine",36,"Fantasy","Ukraine  -  Fantasy"
"Ukraine",5,"Film Noir","Ukraine  -  Film Noir"
"Ukraine",2,"Game Show","Ukraine  -  Game Show"
"Ukraine",3,"History","Ukraine  -  History"
"Ukraine",32,"Horror","Ukraine  -  Horror"
"Ukraine",3,"Music","Ukraine  -  Music"
"Ukraine",50,"Mystery","Ukraine  -  Mystery"
"Ukraine",4,"Reality TV","Ukraine  -  Reality TV"
"Ukraine",67,"Romance","Ukraine  -  Romance"
"Ukraine",25,"Sci Fi","Ukraine  -  Sci Fi"
"Ukraine",8,"Sport","Ukraine  -  Sport"
"Ukraine",14,"Talk Show","Ukraine  -  Talk Show"
"Ukraine",62,"Thriller","Ukraine  -  Thriller"
"Ukraine",2,"War","Ukraine  -  War"
"Ukraine",3,"Western","Ukraine  -  Western"
"United Arab Emirates",221,"Action","United Arab Emirates  -  Action"
"United Arab Emirates",2,"Adult","United Arab Emirates  -  Adult"
"United Arab Emirates",122,"Adventure","United Arab Emirates  -  Adventure"
"United Arab Emirates",39,"Animation","United Arab Emirates  -  Animation"
"United Arab Emirates",17,"Biography","United Arab Emirates  -  Biography"
"United Arab Emirates",161,"Comedy","United Arab Emirates  -  Comedy"
"United Arab Emirates",136,"Crime","United Arab Emirates  -  Crime"
"United Arab Emirates",20,"Documentary","United Arab Emirates  -  Documentary"
"United Arab Emirates",343,"Drama","United Arab Emirates  -  Drama"
"United Arab Emirates",17,"Family","United Arab Emirates  -  Family"
"United Arab Emirates",43,"Fantasy","United Arab Emirates  -  Fantasy"
"United Arab Emirates",3,"Film Noir","United Arab Emirates  -  Film Noir"
"United Arab Emirates",11,"Game Show","United Arab Emirates  -  Game Show"
"United Arab Emirates",6,"History","United Arab Emirates  -  History"
"United Arab Emirates",33,"Horror","United Arab Emirates  -  Horror"
"United Arab Emirates",1,"Music","United Arab Emirates  -  Music"
"United Arab Emirates",51,"Mystery","United Arab Emirates  -  Mystery"
"United Arab Emirates",16,"Reality TV","United Arab Emirates  -  Reality TV"
"United Arab Emirates",116,"Romance","United Arab Emirates  -  Romance"
"United Arab Emirates",27,"Sci Fi","United Arab Emirates  -  Sci Fi"
"United Arab Emirates",1,"Short","United Arab Emirates  -  Short"
"United Arab Emirates",7,"Sport","United Arab Emirates  -  Sport"
"United Arab Emirates",9,"Talk Show","United Arab Emirates  -  Talk Show"
"United Arab Emirates",66,"Thriller","United Arab Emirates  -  Thriller"
"United Arab Emirates",3,"War","United Arab Emirates  -  War"
"United Arab Emirates",2,"Western","United Arab Emirates  -  Western"
"United Kingdom",186,"Action","United Kingdom  -  Action"
"United Kingdom",3,"Adult","United Kingdom  -  Adult"
"United Kingdom",141,"Adventure","United Kingdom  -  Adventure"
"United Kingdom",66,"Animation","United Kingdom  -  Animation"
"United Kingdom",15,"Biography","United Kingdom  -  Biography"
"United Kingdom",212,"Comedy","United Kingdom  -  Comedy"
"United Kingdom",112,"Crime","United Kingdom  -  Crime"
"United Kingdom",26,"Documentary","United Kingdom  -  Documentary"
"United Kingdom",273,"Drama","United Kingdom  -  Drama"
"United Kingdom",33,"Family","United Kingdom  -  Family"
"United Kingdom",38,"Fantasy","United Kingdom  -  Fantasy"
"United Kingdom",3,"Film Noir","United Kingdom  -  Film Noir"
"United Kingdom",5,"Game Show","United Kingdom  -  Game Show"
"United Kingdom",7,"History","United Kingdom  -  History"
"United Kingdom",30,"Horror","United Kingdom  -  Horror"
"United Kingdom",1,"Music","United Kingdom  -  Music"
"United Kingdom",3,"Musical","United Kingdom  -  Musical"
"United Kingdom",37,"Mystery","United Kingdom  -  Mystery"
"United Kingdom",17,"Reality TV","United Kingdom  -  Reality TV"
"United Kingdom",83,"Romance","United Kingdom  -  Romance"
"United Kingdom",36,"Sci Fi","United Kingdom  -  Sci Fi"
"United Kingdom",4,"Short","United Kingdom  -  Short"
"United Kingdom",9,"Sport","United Kingdom  -  Sport"
"United Kingdom",6,"Talk Show","United Kingdom  -  Talk Show"
"United Kingdom",58,"Thriller","United Kingdom  -  Thriller"
"United Kingdom",5,"War","United Kingdom  -  War"
"United Kingdom",5,"Western","United Kingdom  -  Western"
"United States",156,"Action","United States  -  Action"
"United States",4,"Adult","United States  -  Adult"
"United States",114,"Adventure","United States  -  Adventure"
"United States",53,"Animation","United States  -  Animation"
"United States",4,"Biography","United States  -  Biography"
"United States",164,"Comedy","United States  -  Comedy"
"United States",105,"Crime","United States  -  Crime"
"United States",20,"Documentary","United States  -  Documentary"
"United States",279,"Drama","United States  -  Drama"
"United States",35,"Family","United States  -  Family"
"United States",30,"Fantasy","United States  -  Fantasy"
"United States",3,"Film Noir","United States  -  Film Noir"
"United States",10,"Game Show","United States  -  Game Show"
"United States",5,"History","United States  -  History"
"United States",34,"Horror","United States  -  Horror"
"United States",11,"Music","United States  -  Music"
"United States",57,"Mystery","United States  -  Mystery"
"United States",23,"Reality TV","United States  -  Reality TV"
"United States",60,"Romance","United States  -  Romance"
"United States",34,"Sci Fi","United States  -  Sci Fi"
"United States",24,"Sport","United States  -  Sport"
"United States",8,"Talk Show","United States  -  Talk Show"
"United States",44,"Thriller","United States  -  Thriller"
"United States",3,"War","United States  -  War"
"Uruguay",150,"Action","Uruguay  -  Action"
"Uruguay",4,"Adult","Uruguay  -  Adult"
"Uruguay",111,"Adventure","Uruguay  -  Adventure"
"Uruguay",47,"Animation","Uruguay  -  Animation"
"Uruguay",11,"Biography","Uruguay  -  Biography"
"Uruguay",158,"Comedy","Uruguay  -  Comedy"
"Uruguay",148,"Crime","Uruguay  -  Crime"
"Uruguay",15,"Documentary","Uruguay  -  Documentary"
"Uruguay",367,"Drama","Uruguay  -  Drama"
"Uruguay",19,"Family","Uruguay  -  Family"
"Uruguay",23,"Fantasy","Uruguay  -  Fantasy"
"Uruguay",3,"Film Noir","Uruguay  -  Film Noir"
"Uruguay",1,"Game Show","Uruguay  -  Game Show"
"Uruguay",9,"History","Uruguay  -  History"
"Uruguay",41,"Horror","Uruguay  -  Horror"
"Uruguay",35,"Music","Uruguay  -  Music"
"Uruguay",2,"Musical","Uruguay  -  Musical"
"Uruguay",68,"Mystery","Uruguay  -  Mystery"
"Uruguay",3,"Reality TV","Uruguay  -  Reality TV"
"Uruguay",82,"Romance","Uruguay  -  Romance"
"Uruguay",18,"Sci Fi","Uruguay  -  Sci Fi"
"Uruguay",8,"Sport","Uruguay  -  Sport"
"Uruguay",9,"Talk Show","Uruguay  -  Talk Show"
"Uruguay",81,"Thriller","Uruguay  -  Thriller"
"Uruguay",4,"War","Uruguay  -  War"
"Uruguay",1,"Western","Uruguay  -  Western"
"Venezuela",147,"Action","Venezuela  -  Action"
"Venezuela",4,"Adult","Venezuela  -  Adult"
"Venezuela",83,"Adventure","Venezuela  -  Adventure"
"Venezuela",38,"Animation","Venezuela  -  Animation"
"Venezuela",4,"Biography","Venezuela  -  Biography"
"Venezuela",178,"Comedy","Venezuela  -  Comedy"
"Venezuela",115,"Crime","Venezuela  -  Crime"
"Venezuela",17,"Documentary","Venezuela  -  Documentary"
"Venezuela",320,"Drama","Venezuela  -  Drama"
"Venezuela",20,"Family","Venezuela  -  Family"
"Venezuela",22,"Fantasy","Venezuela  -  Fantasy"
"Venezuela",3,"Film Noir","Venezuela  -  Film Noir"
"Venezuela",4,"History","Venezuela  -  History"
"Venezuela",31,"Horror","Venezuela  -  Horror"
"Venezuela",26,"Music","Venezuela  -  Music"
"Venezuela",1,"Musical","Venezuela  -  Musical"
"Venezuela",49,"Mystery","Venezuela  -  Mystery"
"Venezuela",3,"Reality TV","Venezuela  -  Reality TV"
"Venezuela",118,"Romance","Venezuela  -  Romance"
"Venezuela",17,"Sci Fi","Venezuela  -  Sci Fi"
"Venezuela",8,"Sport","Venezuela  -  Sport"
"Venezuela",7,"Talk Show","Venezuela  -  Talk Show"
"Venezuela",76,"Thriller","Venezuela  -  Thriller"
"Venezuela",4,"War","Venezuela  -  War"
"Vietnam",282,"Action","Vietnam  -  Action"
"Vietnam",2,"Adult","Vietnam  -  Adult"
"Vietnam",130,"Adventure","Vietnam  -  Adventure"
"Vietnam",22,"Animation","Vietnam  -  Animation"
"Vietnam",4,"Biography","Vietnam  -  Biography"
"Vietnam",232,"Comedy","Vietnam  -  Comedy"
"Vietnam",132,"Crime","Vietnam  -  Crime"
"Vietnam",17,"Documentary","Vietnam  -  Documentary"
"Vietnam",319,"Drama","Vietnam  -  Drama"
"Vietnam",30,"Family","Vietnam  -  Family"
"Vietnam",46,"Fantasy","Vietnam  -  Fantasy"
"Vietnam",3,"Film Noir","Vietnam  -  Film Noir"
"Vietnam",1,"Game Show","Vietnam  -  Game Show"
"Vietnam",12,"History","Vietnam  -  History"
"Vietnam",34,"Horror","Vietnam  -  Horror"
"Vietnam",5,"Music","Vietnam  -  Music"
"Vietnam",64,"Mystery","Vietnam  -  Mystery"
"Vietnam",1,"Reality TV","Vietnam  -  Reality TV"
"Vietnam",123,"Romance","Vietnam  -  Romance"
"Vietnam",49,"Sci Fi","Vietnam  -  Sci Fi"
"Vietnam",3,"Short","Vietnam  -  Short"
"Vietnam",4,"Talk Show","Vietnam  -  Talk Show"
"Vietnam",83,"Thriller","Vietnam  -  Thriller"
"Vietnam",5,"War","Vietnam  -  War"
NA,1400,"Argentina","Argentina"
NA,1461,"Australia","Australia"
NA,1491,"Austria","Austria"
NA,1389,"Bahamas","Bahamas"
NA,1415,"Bahrain","Bahrain"
NA,1519,"Bangladesh","Bangladesh"
NA,1458,"Belgium","Belgium"
NA,1340,"Bolivia","Bolivia"
NA,1502,"Brazil","Brazil"
NA,1453,"Bulgaria","Bulgaria"
NA,1352,"Canada","Canada"
NA,1367,"Chile","Chile"
NA,1335,"Colombia","Colombia"
NA,1342,"Costa Rica","Costa Rica"
NA,1370,"Croatia","Croatia"
NA,1459,"Cyprus","Cyprus"
NA,1453,"Czech Republic","Czech Republic"
NA,1421,"Denmark","Denmark"
NA,1291,"Dominican Republic","Dominican Republic"
NA,1280,"Ecuador","Ecuador"
NA,1385,"Egypt","Egypt"
NA,1265,"El Salvador","El Salvador"
NA,1389,"Estonia","Estonia"
NA,1411,"Finland","Finland"
NA,1474,"France","France"
NA,1521,"Germany","Germany"
NA,1419,"Greece","Greece"
NA,1436,"Guadeloupe","Guadeloupe"
NA,1272,"Guatemala","Guatemala"
NA,1288,"Honduras","Honduras"
NA,1489,"Hong Kong","Hong Kong"
NA,1454,"Hungary","Hungary"
NA,1421,"Iceland","Iceland"
NA,1549,"India","India"
NA,1424,"Indonesia","Indonesia"
NA,1387,"Ireland","Ireland"
NA,1416,"Israel","Israel"
NA,1410,"Italy","Italy"
NA,1457,"Jamaica","Jamaica"
NA,1460,"Japan","Japan"
NA,1529,"Jordan","Jordan"
NA,1430,"Kenya","Kenya"
NA,1454,"Kuwait","Kuwait"
NA,1425,"Latvia","Latvia"
NA,1456,"Lebanon","Lebanon"
NA,1314,"Lithuania","Lithuania"
NA,1454,"Luxembourg","Luxembourg"
NA,1469,"Malaysia","Malaysia"
NA,1437,"Maldives","Maldives"
NA,1408,"Malta","Malta"
NA,1445,"Martinique","Martinique"
NA,1453,"Mauritius","Mauritius"
NA,1382,"Mexico","Mexico"
NA,1518,"Morocco","Morocco"
NA,1431,"Netherlands","Netherlands"
NA,1462,"New Caledonia","New Caledonia"
NA,1408,"New Zealand","New Zealand"
NA,1269,"Nicaragua","Nicaragua"
NA,1340,"Nigeria","Nigeria"
NA,1418,"Norway","Norway"
NA,1217,"Oman","Oman"
NA,1615,"Pakistan","Pakistan"
NA,1370,"Panama","Panama"
NA,1346,"Paraguay","Paraguay"
NA,1329,"Peru","Peru"
NA,1429,"Philippines","Philippines"
NA,1479,"Poland","Poland"
NA,1392,"Portugal","Portugal"
NA,1443,"Qatar","Qatar"
NA,1466,"Réunion","Réunion"
NA,1430,"Romania","Romania"
NA,1539,"Russia","Russia"
NA,1450,"Saudi Arabia","Saudi Arabia"
NA,1425,"Serbia","Serbia"
NA,1418,"Singapore","Singapore"
NA,1462,"Slovakia","Slovakia"
NA,1324,"Slovenia","Slovenia"
NA,1421,"South Africa","South Africa"
NA,1266,"South Korea","South Korea"
NA,1377,"Spain","Spain"
NA,1416,"Sri Lanka","Sri Lanka"
NA,1417,"Sweden","Sweden"
NA,1482,"Switzerland","Switzerland"
NA,1446,"Taiwan","Taiwan"
NA,1536,"Thailand","Thailand"
NA,1390,"Trinidad and Tobago","Trinidad and Tobago"
NA,1502,"Turkey","Turkey"
NA,1479,"Ukraine","Ukraine"
NA,1473,"United Arab Emirates","United Arab Emirates"
NA,1414,"United Kingdom","United Kingdom"
NA,1280,"United States","United States"
NA,1418,"Uruguay","Uruguay"
NA,1295,"Venezuela","Venezuela"
NA,1603,"Vietnam","Vietnam"
