"parents","n","labels","id"
"Kuwait",30,"Family","Kuwait  -  Family"
"Kuwait",44,"Fantasy","Kuwait  -  Fantasy"
"Kuwait",4,"Film Noir","Kuwait  -  Film Noir"
"Kuwait",8,"Game Show","Kuwait  -  Game Show"
"Kuwait",6,"History","Kuwait  -  History"
"Kuwait",39,"Horror","Kuwait  -  Horror"
"Kuwait",1,"Music","Kuwait  -  Music"
"Kuwait",1,"Musical","Kuwait  -  Musical"
"Kuwait",55,"Mystery","Kuwait  -  Mystery"
"Kuwait",10,"Reality TV","Kuwait  -  Reality TV"
"Kuwait",80,"Romance","Kuwait  -  Romance"
"Kuwait",28,"Sci Fi","Kuwait  -  Sci Fi"
"Kuwait",4,"Short","Kuwait  -  Short"
"Kuwait",4,"Sport","Kuwait  -  Sport"
"Kuwait",10,"Talk Show","Kuwait  -  Talk Show"
"Kuwait",73,"Thriller","Kuwait  -  Thriller"
"Kuwait",3,"War","Kuwait  -  War"
"Kuwait",2,"Western","Kuwait  -  Western"
"Latvia",176,"Action","Latvia  -  Action"
"Latvia",2,"Adult","Latvia  -  Adult"
"Latvia",146,"Adventure","Latvia  -  Adventure"
"Latvia",88,"Animation","Latvia  -  Animation"
"Latvia",9,"Biography","Latvia  -  Biography"
"Latvia",228,"Comedy","Latvia  -  Comedy"
"Latvia",112,"Crime","Latvia  -  Crime"
"Latvia",20,"Documentary","Latvia  -  Documentary"
"Latvia",263,"Drama","Latvia  -  Drama"
"Latvia",23,"Family","Latvia  -  Family"
"Latvia",32,"Fantasy","Latvia  -  Fantasy"
"Latvia",4,"Film Noir","Latvia  -  Film Noir"
"Latvia",12,"Game Show","Latvia  -  Game Show"
"Latvia",2,"History","Latvia  -  History"
"Latvia",30,"Horror","Latvia  -  Horror"
"Latvia",2,"Music","Latvia  -  Music"
"Latvia",63,"Mystery","Latvia  -  Mystery"
"Latvia",16,"Reality TV","Latvia  -  Reality TV"
"Latvia",82,"Romance","Latvia  -  Romance"
"Latvia",40,"Sci Fi","Latvia  -  Sci Fi"
"Latvia",5,"Short","Latvia  -  Short"
"Latvia",10,"Sport","Latvia  -  Sport"
"Latvia",9,"Talk Show","Latvia  -  Talk Show"
"Latvia",46,"Thriller","Latvia  -  Thriller"
"Latvia",3,"War","Latvia  -  War"
"Latvia",2,"Western","Latvia  -  Western"
"Lebanon",211,"Action","Lebanon  -  Action"
"Lebanon",3,"Adult","Lebanon  -  Adult"
"Lebanon",106,"Adventure","Lebanon  -  Adventure"
"Lebanon",32,"Animation","Lebanon  -  Animation"
"Lebanon",12,"Biography","Lebanon  -  Biography"
"Lebanon",188,"Comedy","Lebanon  -  Comedy"
"Lebanon",133,"Crime","Lebanon  -  Crime"
"Lebanon",16,"Documentary","Lebanon  -  Documentary"
"Lebanon",364,"Drama","Lebanon  -  Drama"
"Lebanon",21,"Family","Lebanon  -  Family"
"Lebanon",48,"Fantasy","Lebanon  -  Fantasy"
"Lebanon",4,"Film Noir","Lebanon  -  Film Noir"
"Lebanon",8,"Game Show","Lebanon  -  Game Show"
"Lebanon",3,"History","Lebanon  -  History"
"Lebanon",23,"Horror","Lebanon  -  Horror"
"Lebanon",2,"Music","Lebanon  -  Music"
"Lebanon",1,"Musical","Lebanon  -  Musical"
"Lebanon",40,"Mystery","Lebanon  -  Mystery"
"Lebanon",10,"Reality TV","Lebanon  -  Reality TV"
"Lebanon",113,"Romance","Lebanon  -  Romance"
"Lebanon",26,"Sci Fi","Lebanon  -  Sci Fi"
"Lebanon",6,"Short","Lebanon  -  Short"
"Lebanon",6,"Sport","Lebanon  -  Sport"
"Lebanon",11,"Talk Show","Lebanon  -  Talk Show"
"Lebanon",64,"Thriller","Lebanon  -  Thriller"
"Lebanon",3,"War","Lebanon  -  War"
"Lebanon",2,"Western","Lebanon  -  Western"
"Lithuania",152,"Action","Lithuania  -  Action"
"Lithuania",2,"Adult","Lithuania  -  Adult"
"Lithuania",100,"Adventure","Lithuania  -  Adventure"
"Lithuania",60,"Animation","Lithuania  -  Animation"
"Lithuania",11,"Biography","Lithuania  -  Biography"
"Lithuania",206,"Comedy","Lithuania  -  Comedy"
"Lithuania",117,"Crime","Lithuania  -  Crime"
"Lithuania",25,"Documentary","Lithuania  -  Documentary"
"Lithuania",260,"Drama","Lithuania  -  Drama"
"Lithuania",23,"Family","Lithuania  -  Family"
"Lithuania",36,"Fantasy","Lithuania  -  Fantasy"
"Lithuania",5,"Film Noir","Lithuania  -  Film Noir"
"Lithuania",12,"Game Show","Lithuania  -  Game Show"
"Lithuania",3,"History","Lithuania  -  History"
"Lithuania",34,"Horror","Lithuania  -  Horror"
"Lithuania",3,"Music","Lithuania  -  Music"
"Lithuania",51,"Mystery","Lithuania  -  Mystery"
"Lithuania",14,"Reality TV","Lithuania  -  Reality TV"
"Lithuania",93,"Romance","Lithuania  -  Romance"
"Lithuania",22,"Sci Fi","Lithuania  -  Sci Fi"
"Lithuania",10,"Short","Lithuania  -  Short"
"Lithuania",9,"Sport","Lithuania  -  Sport"
"Lithuania",7,"Talk Show","Lithuania  -  Talk Show"
"Lithuania",52,"Thriller","Lithuania  -  Thriller"
"Lithuania",5,"War","Lithuania  -  War"
"Lithuania",2,"Western","Lithuania  -  Western"
"Luxembourg",182,"Action","Luxembourg  -  Action"
"Luxembourg",2,"Adult","Luxembourg  -  Adult"
"Luxembourg",129,"Adventure","Luxembourg  -  Adventure"
"Luxembourg",55,"Animation","Luxembourg  -  Animation"
"Luxembourg",7,"Biography","Luxembourg  -  Biography"
"Luxembourg",178,"Comedy","Luxembourg  -  Comedy"
"Luxembourg",135,"Crime","Luxembourg  -  Crime"
"Luxembourg",23,"Documentary","Luxembourg  -  Documentary"
"Luxembourg",333,"Drama","Luxembourg  -  Drama"
"Luxembourg",36,"Family","Luxembourg  -  Family"
"Luxembourg",49,"Fantasy","Luxembourg  -  Fantasy"
"Luxembourg",4,"Film Noir","Luxembourg  -  Film Noir"
"Luxembourg",7,"Game Show","Luxembourg  -  Game Show"
"Luxembourg",4,"History","Luxembourg  -  History"
"Luxembourg",31,"Horror","Luxembourg  -  Horror"
"Luxembourg",20,"Music","Luxembourg  -  Music"
"Luxembourg",53,"Mystery","Luxembourg  -  Mystery"
"Luxembourg",11,"Reality TV","Luxembourg  -  Reality TV"
"Luxembourg",97,"Romance","Luxembourg  -  Romance"
"Luxembourg",17,"Sci Fi","Luxembourg  -  Sci Fi"
"Luxembourg",14,"Sport","Luxembourg  -  Sport"
"Luxembourg",10,"Talk Show","Luxembourg  -  Talk Show"
"Luxembourg",52,"Thriller","Luxembourg  -  Thriller"
"Luxembourg",3,"War","Luxembourg  -  War"
"Luxembourg",2,"Western","Luxembourg  -  Western"
"Malaysia",261,"Action","Malaysia  -  Action"
"Malaysia",2,"Adult","Malaysia  -  Adult"
"Malaysia",114,"Adventure","Malaysia  -  Adventure"
"Malaysia",41,"Animation","Malaysia  -  Animation"
"Malaysia",3,"Biography","Malaysia  -  Biography"
"Malaysia",183,"Comedy","Malaysia  -  Comedy"
"Malaysia",149,"Crime","Malaysia  -  Crime"
"Malaysia",11,"Documentary","Malaysia  -  Documentary"
"Malaysia",291,"Drama","Malaysia  -  Drama"
"Malaysia",15,"Family","Malaysia  -  Family"
"Malaysia",38,"Fantasy","Malaysia  -  Fantasy"
"Malaysia",3,"Film Noir","Malaysia  -  Film Noir"
"Malaysia",2,"Game Show","Malaysia  -  Game Show"
"Malaysia",4,"History","Malaysia  -  History"
"Malaysia",43,"Horror","Malaysia  -  Horror"
"Malaysia",1,"Music","Malaysia  -  Music"
"Malaysia",75,"Mystery","Malaysia  -  Mystery"
"Malaysia",3,"Reality TV","Malaysia  -  Reality TV"
"Malaysia",106,"Romance","Malaysia  -  Romance"
"Malaysia",34,"Sci Fi","Malaysia  -  Sci Fi"
"Malaysia",2,"Short","Malaysia  -  Short"
"Malaysia",8,"Sport","Malaysia  -  Sport"
"Malaysia",5,"Talk Show","Malaysia  -  Talk Show"
"Malaysia",73,"Thriller","Malaysia  -  Thriller"
"Malaysia",2,"War","Malaysia  -  War"
"Maldives",212,"Action","Maldives  -  Action"
"Maldives",2,"Adult","Maldives  -  Adult"
"Maldives",103,"Adventure","Maldives  -  Adventure"
"Maldives",45,"Animation","Maldives  -  Animation"
"Maldives",1,"Biography","Maldives  -  Biography"
"Maldives",176,"Comedy","Maldives  -  Comedy"
"Maldives",156,"Crime","Maldives  -  Crime"
"Maldives",15,"Documentary","Maldives  -  Documentary"
"Maldives",323,"Drama","Maldives  -  Drama"
"Maldives",20,"Family","Maldives  -  Family"
"Maldives",34,"Fantasy","Maldives  -  Fantasy"
"Maldives",4,"Film Noir","Maldives  -  Film Noir"
"Maldives",8,"Game Show","Maldives  -  Game Show"
"Maldives",4,"History","Maldives  -  History"
"Maldives",33,"Horror","Maldives  -  Horror"
"Maldives",78,"Mystery","Maldives  -  Mystery"
"Maldives",8,"Reality TV","Maldives  -  Reality TV"
"Maldives",105,"Romance","Maldives  -  Romance"
"Maldives",28,"Sci Fi","Maldives  -  Sci Fi"
"Maldives",1,"Short","Maldives  -  Short"
"Maldives",3,"Sport","Maldives  -  Sport"
"Maldives",10,"Talk Show","Maldives  -  Talk Show"
"Maldives",66,"Thriller","Maldives  -  Thriller"
"Maldives",2,"War","Maldives  -  War"
"Malta",188,"Action","Malta  -  Action"
"Malta",2,"Adult","Malta  -  Adult"
"Malta",93,"Adventure","Malta  -  Adventure"
"Malta",22,"Animation","Malta  -  Animation"
"Malta",15,"Biography","Malta  -  Biography"
"Malta",161,"Comedy","Malta  -  Comedy"
"Malta",149,"Crime","Malta  -  Crime"
"Malta",23,"Documentary","Malta  -  Documentary"
"Malta",331,"Drama","Malta  -  Drama"
"Malta",21,"Family","Malta  -  Family"
"Malta",27,"Fantasy","Malta  -  Fantasy"
"Malta",3,"Film Noir","Malta  -  Film Noir"
"Malta",8,"Game Show","Malta  -  Game Show"
"Malta",6,"History","Malta  -  History"
"Malta",26,"Horror","Malta  -  Horror"
"Malta",16,"Music","Malta  -  Music"
"Malta",1,"Musical","Malta  -  Musical"
"Malta",58,"Mystery","Malta  -  Mystery"
"Malta",13,"Reality TV","Malta  -  Reality TV"
"Malta",105,"Romance","Malta  -  Romance"
"Malta",38,"Sci Fi","Malta  -  Sci Fi"
"Malta",11,"Sport","Malta  -  Sport"
"Malta",10,"Talk Show","Malta  -  Talk Show"
"Malta",74,"Thriller","Malta  -  Thriller"
"Malta",7,"War","Malta  -  War"
"Martinique",219,"Action","Martinique  -  Action"
"Martinique",2,"Adult","Martinique  -  Adult"
"Martinique",114,"Adventure","Martinique  -  Adventure"
"Martinique",48,"Animation","Martinique  -  Animation"
"Martinique",1,"Biography","Martinique  -  Biography"
"Martinique",175,"Comedy","Martinique  -  Comedy"
"Martinique",136,"Crime","Martinique  -  Crime"
"Martinique",12,"Documentary","Martinique  -  Documentary"
"Martinique",345,"Drama","Martinique  -  Drama"
"Martinique",23,"Family","Martinique  -  Family"
"Martinique",43,"Fantasy","Martinique  -  Fantasy"
"Martinique",2,"Film Noir","Martinique  -  Film Noir"
"Martinique",5,"Game Show","Martinique  -  Game Show"
"Martinique",3,"History","Martinique  -  History"
"Martinique",34,"Horror","Martinique  -  Horror"
"Martinique",34,"Music","Martinique  -  Music"
"Martinique",1,"Musical","Martinique  -  Musical"
"Martinique",45,"Mystery","Martinique  -  Mystery"
"Martinique",8,"Reality TV","Martinique  -  Reality TV"
"Martinique",89,"Romance","Martinique  -  Romance"
"Martinique",24,"Sci Fi","Martinique  -  Sci Fi"
"Martinique",7,"Sport","Martinique  -  Sport"
"Martinique",5,"Talk Show","Martinique  -  Talk Show"
"Martinique",70,"Thriller","Martinique  -  Thriller"
"Mauritius",214,"Action","Mauritius  -  Action"
"Mauritius",2,"Adult","Mauritius  -  Adult"
"Mauritius",106,"Adventure","Mauritius  -  Adventure"
"Mauritius",38,"Animation","Mauritius  -  Animation"
"Mauritius",1,"Biography","Mauritius  -  Biography"
"Mauritius",198,"Comedy","Mauritius  -  Comedy"
"Mauritius",139,"Crime","Mauritius  -  Crime"
"Mauritius",10,"Documentary","Mauritius  -  Documentary"
"Mauritius",323,"Drama","Mauritius  -  Drama"
"Mauritius",24,"Family","Mauritius  -  Family"
"Mauritius",43,"Fantasy","Mauritius  -  Fantasy"
"Mauritius",3,"Film Noir","Mauritius  -  Film Noir"
"Mauritius",9,"Game Show","Mauritius  -  Game Show"
"Mauritius",5,"History","Mauritius  -  History"
"Mauritius",37,"Horror","Mauritius  -  Horror"
"Mauritius",3,"Music","Mauritius  -  Music"
"Mauritius",65,"Mystery","Mauritius  -  Mystery"
"Mauritius",12,"Reality TV","Mauritius  -  Reality TV"
"Mauritius",102,"Romance","Mauritius  -  Romance"
"Mauritius",38,"Sci Fi","Mauritius  -  Sci Fi"
"Mauritius",6,"Sport","Mauritius  -  Sport"
"Mauritius",9,"Talk Show","Mauritius  -  Talk Show"
"Mauritius",64,"Thriller","Mauritius  -  Thriller"
"Mauritius",1,"War","Mauritius  -  War"
"Mauritius",1,"Western","Mauritius  -  Western"
"Mexico",135,"Action","Mexico  -  Action"
"Mexico",4,"Adult","Mexico  -  Adult"
"Mexico",136,"Adventure","Mexico  -  Adventure"
"Mexico",87,"Animation","Mexico  -  Animation"
"Mexico",5,"Biography","Mexico  -  Biography"
"Mexico",211,"Comedy","Mexico  -  Comedy"
"Mexico",99,"Crime","Mexico  -  Crime"
"Mexico",12,"Documentary","Mexico  -  Documentary"
"Mexico",322,"Drama","Mexico  -  Drama"
"Mexico",22,"Family","Mexico  -  Family"
"Mexico",30,"Fantasy","Mexico  -  Fantasy"
"Mexico",2,"Film Noir","Mexico  -  Film Noir"
"Mexico",4,"History","Mexico  -  History"
"Mexico",36,"Horror","Mexico  -  Horror"
"Mexico",16,"Music","Mexico  -  Music"
"Mexico",5,"Musical","Mexico  -  Musical"
"Mexico",47,"Mystery","Mexico  -  Mystery"
"Mexico",2,"Reality TV","Mexico  -  Reality TV"
"Mexico",108,"Romance","Mexico  -  Romance"
"Mexico",26,"Sci Fi","Mexico  -  Sci Fi"
"Mexico",2,"Short","Mexico  -  Short"
"Mexico",6,"Sport","Mexico  -  Sport"
"Mexico",6,"Talk Show","Mexico  -  Talk Show"
"Mexico",56,"Thriller","Mexico  -  Thriller"
"Mexico",3,"War","Mexico  -  War"
"Morocco",258,"Action","Morocco  -  Action"
"Morocco",3,"Adult","Morocco  -  Adult"
"Morocco",102,"Adventure","Morocco  -  Adventure"
"Morocco",33,"Animation","Morocco  -  Animation"
"Morocco",4,"Biography","Morocco  -  Biography"
"Morocco",173,"Comedy","Morocco  -  Comedy"
"Morocco",191,"Crime","Morocco  -  Crime"
"Morocco",19,"Documentary","Morocco  -  Documentary"
"Morocco",361,"Drama","Morocco  -  Drama"
"Morocco",19,"Family","Morocco  -  Family"
"Morocco",29,"Fantasy","Morocco  -  Fantasy"
"Morocco",4,"Film Noir","Morocco  -  Film Noir"
"Morocco",5,"Game Show","Morocco  -  Game Show"
"Morocco",6,"History","Morocco  -  History"
"Morocco",30,"Horror","Morocco  -  Horror"
"Morocco",63,"Mystery","Morocco  -  Mystery"
"Morocco",9,"Reality TV","Morocco  -  Reality TV"
"Morocco",83,"Romance","Morocco  -  Romance"
"Morocco",27,"Sci Fi","Morocco  -  Sci Fi"
"Morocco",7,"Sport","Morocco  -  Sport"
"Morocco",7,"Talk Show","Morocco  -  Talk Show"
"Morocco",82,"Thriller","Morocco  -  Thriller"
"Morocco",3,"War","Morocco  -  War"
"Netherlands",173,"Action","Netherlands  -  Action"
"Netherlands",3,"Adult","Netherlands  -  Adult"
"Netherlands",124,"Adventure","Netherlands  -  Adventure"
"Netherlands",53,"Animation","Netherlands  -  Animation"
"Netherlands",18,"Biography","Netherlands  -  Biography"
"Netherlands",157,"Comedy","Netherlands  -  Comedy"
"Netherlands",154,"Crime","Netherlands  -  Crime"
"Netherlands",23,"Documentary","Netherlands  -  Documentary"
"Netherlands",328,"Drama","Netherlands  -  Drama"
"Netherlands",23,"Family","Netherlands  -  Family"
"Netherlands",40,"Fantasy","Netherlands  -  Fantasy"
"Netherlands",4,"Film Noir","Netherlands  -  Film Noir"
"Netherlands",6,"Game Show","Netherlands  -  Game Show"
"Netherlands",8,"History","Netherlands  -  History"
"Netherlands",27,"Horror","Netherlands  -  Horror"
"Netherlands",4,"Musical","Netherlands  -  Musical"
"Netherlands",57,"Mystery","Netherlands  -  Mystery"
"Netherlands",14,"Reality TV","Netherlands  -  Reality TV"
"Netherlands",84,"Romance","Netherlands  -  Romance"
"Netherlands",32,"Sci Fi","Netherlands  -  Sci Fi"
"Netherlands",10,"Sport","Netherlands  -  Sport"
"Netherlands",10,"Talk Show","Netherlands  -  Talk Show"
"Netherlands",69,"Thriller","Netherlands  -  Thriller"
"Netherlands",8,"War","Netherlands  -  War"
"Netherlands",2,"Western","Netherlands  -  Western"
"New Caledonia",265,"Action","New Caledonia  -  Action"
"New Caledonia",2,"Adult","New Caledonia  -  Adult"
"New Caledonia",143,"Adventure","New Caledonia  -  Adventure"
"New Caledonia",65,"Animation","New Caledonia  -  Animation"
"New Caledonia",5,"Biography","New Caledonia  -  Biography"
"New Caledonia",142,"Comedy","New Caledonia  -  Comedy"
"New Caledonia",136,"Crime","New Caledonia  -  Crime"
"New Caledonia",12,"Documentary","New Caledonia  -  Documentary"
"New Caledonia",332,"Drama","New Caledonia  -  Drama"
"New Caledonia",21,"Family","New Caledonia  -  Family"
"New Caledonia",54,"Fantasy","New Caledonia  -  Fantasy"
"New Caledonia",2,"Film Noir","New Caledonia  -  Film Noir"
"New Caledonia",2,"Game Show","New Caledonia  -  Game Show"
"New Caledonia",5,"History","New Caledonia  -  History"
"New Caledonia",34,"Horror","New Caledonia  -  Horror"
"New Caledonia",13,"Music","New Caledonia  -  Music"
"New Caledonia",38,"Mystery","New Caledonia  -  Mystery"
"New Caledonia",6,"Reality TV","New Caledonia  -  Reality TV"
"New Caledonia",69,"Romance","New Caledonia  -  Romance"
"New Caledonia",31,"Sci Fi","New Caledonia  -  Sci Fi"
"New Caledonia",6,"Sport","New Caledonia  -  Sport"
"New Caledonia",4,"Talk Show","New Caledonia  -  Talk Show"
"New Caledonia",72,"Thriller","New Caledonia  -  Thriller"
"New Caledonia",3,"War","New Caledonia  -  War"
"New Zealand",198,"Action","New Zealand  -  Action"
"New Zealand",3,"Adult","New Zealand  -  Adult"
"New Zealand",128,"Adventure","New Zealand  -  Adventure"
"New Zealand",74,"Animation","New Zealand  -  Animation"
"New Zealand",21,"Biography","New Zealand  -  Biography"
"New Zealand",168,"Comedy","New Zealand  -  Comedy"
"New Zealand",128,"Crime","New Zealand  -  Crime"
"New Zealand",22,"Documentary","New Zealand  -  Documentary"
"New Zealand",292,"Drama","New Zealand  -  Drama"
"New Zealand",19,"Family","New Zealand  -  Family"
"New Zealand",29,"Fantasy","New Zealand  -  Fantasy"
"New Zealand",3,"Film Noir","New Zealand  -  Film Noir"
"New Zealand",7,"Game Show","New Zealand  -  Game Show"
"New Zealand",12,"History","New Zealand  -  History"
"New Zealand",30,"Horror","New Zealand  -  Horror"
"New Zealand",4,"Music","New Zealand  -  Music"
"New Zealand",59,"Mystery","New Zealand  -  Mystery"
"New Zealand",21,"Reality TV","New Zealand  -  Reality TV"
"New Zealand",56,"Romance","New Zealand  -  Romance"
"New Zealand",37,"Sci Fi","New Zealand  -  Sci Fi"
"New Zealand",10,"Sport","New Zealand  -  Sport"
"New Zealand",9,"Talk Show","New Zealand  -  Talk Show"
"New Zealand",65,"Thriller","New Zealand  -  Thriller"
"New Zealand",9,"War","New Zealand  -  War"
"New Zealand",4,"Western","New Zealand  -  Western"
"Nicaragua",147,"Action","Nicaragua  -  Action"
"Nicaragua",4,"Adult","Nicaragua  -  Adult"
"Nicaragua",88,"Adventure","Nicaragua  -  Adventure"
"Nicaragua",42,"Animation","Nicaragua  -  Animation"
"Nicaragua",1,"Biography","Nicaragua  -  Biography"
"Nicaragua",186,"Comedy","Nicaragua  -  Comedy"
"Nicaragua",98,"Crime","Nicaragua  -  Crime"
"Nicaragua",13,"Documentary","Nicaragua  -  Documentary"
"Nicaragua",305,"Drama","Nicaragua  -  Drama"
"Nicaragua",17,"Family","Nicaragua  -  Family"
"Nicaragua",25,"Fantasy","Nicaragua  -  Fantasy"
"Nicaragua",2,"Film Noir","Nicaragua  -  Film Noir"
"Nicaragua",1,"History","Nicaragua  -  History"
"Nicaragua",32,"Horror","Nicaragua  -  Horror"
"Nicaragua",29,"Music","Nicaragua  -  Music"
"Nicaragua",1,"Musical","Nicaragua  -  Musical"
"Nicaragua",46,"Mystery","Nicaragua  -  Mystery"
"Nicaragua",3,"Reality TV","Nicaragua  -  Reality TV"
"Nicaragua",123,"Romance","Nicaragua  -  Romance"
"Nicaragua",20,"Sci Fi","Nicaragua  -  Sci Fi"
"Nicaragua",3,"Short","Nicaragua  -  Short"
"Nicaragua",6,"Sport","Nicaragua  -  Sport"
"Nicaragua",5,"Talk Show","Nicaragua  -  Talk Show"
"Nicaragua",69,"Thriller","Nicaragua  -  Thriller"
"Nicaragua",3,"War","Nicaragua  -  War"
"Nigeria",201,"Action","Nigeria  -  Action"
"Nigeria",4,"Adult","Nigeria  -  Adult"
"Nigeria",72,"Adventure","Nigeria  -  Adventure"
"Nigeria",13,"Animation","Nigeria  -  Animation"
"Nigeria",9,"Biography","Nigeria  -  Biography"
"Nigeria",148,"Comedy","Nigeria  -  Comedy"
"Nigeria",142,"Crime","Nigeria  -  Crime"
"Nigeria",10,"Documentary","Nigeria  -  Documentary"
"Nigeria",334,"Drama","Nigeria  -  Drama"
"Nigeria",13,"Family","Nigeria  -  Family"
"Nigeria",36,"Fantasy","Nigeria  -  Fantasy"
"Nigeria",3,"Film Noir","Nigeria  -  Film Noir"
"Nigeria",6,"Game Show","Nigeria  -  Game Show"
"Nigeria",11,"History","Nigeria  -  History"
"Nigeria",24,"Horror","Nigeria  -  Horror"
"Nigeria",1,"Music","Nigeria  -  Music"
"Nigeria",65,"Mystery","Nigeria  -  Mystery"
"Nigeria",6,"Reality TV","Nigeria  -  Reality TV"
"Nigeria",117,"Romance","Nigeria  -  Romance"
"Nigeria",38,"Sci Fi","Nigeria  -  Sci Fi"
"Nigeria",3,"Short","Nigeria  -  Short"
"Nigeria",5,"Sport","Nigeria  -  Sport"
"Nigeria",12,"Talk Show","Nigeria  -  Talk Show"
"Nigeria",63,"Thriller","Nigeria  -  Thriller"
"Nigeria",2,"War","Nigeria  -  War"
"Nigeria",2,"Western","Nigeria  -  Western"
"Norway",180,"Action","Norway  -  Action"
"Norway",3,"Adult","Norway  -  Adult"
"Norway",119,"Adventure","Norway  -  Adventure"
"Norway",51,"Animation","Norway  -  Animation"
"Norway",17,"Biography","Norway  -  Biography"
"Norway",168,"Comedy","Norway  -  Comedy"
"Norway",134,"Crime","Norway  -  Crime"
"Norway",30,"Documentary","Norway  -  Documentary"
"Norway",336,"Drama","Norway  -  Drama"
"Norway",25,"Family","Norway  -  Family"
"Norway",43,"Fantasy","Norway  -  Fantasy"
"Norway",3,"Film Noir","Norway  -  Film Noir"
"Norway",6,"Game Show","Norway  -  Game Show"
"Norway",12,"History","Norway  -  History"
"Norway",31,"Horror","Norway  -  Horror"
"Norway",3,"Music","Norway  -  Music"
"Norway",46,"Mystery","Norway  -  Mystery"
"Norway",18,"Reality TV","Norway  -  Reality TV"
"Norway",87,"Romance","Norway  -  Romance"
"Norway",19,"Sci Fi","Norway  -  Sci Fi"
"Norway",10,"Sport","Norway  -  Sport"
"Norway",8,"Talk Show","Norway  -  Talk Show"
"Norway",53,"Thriller","Norway  -  Thriller"
"Norway",11,"War","Norway  -  War"
"Norway",5,"Western","Norway  -  Western"
"Oman",208,"Action","Oman  -  Action"
"Oman",3,"Adult","Oman  -  Adult"
"Oman",100,"Adventure","Oman  -  Adventure"
"Oman",24,"Animation","Oman  -  Animation"
"Oman",7,"Biography","Oman  -  Biography"
"Oman",120,"Comedy","Oman  -  Comedy"
"Oman",125,"Crime","Oman  -  Crime"
"Oman",13,"Documentary","Oman  -  Documentary"
"Oman",281,"Drama","Oman  -  Drama"
"Oman",17,"Family","Oman  -  Family"
"Oman",37,"Fantasy","Oman  -  Fantasy"
"Oman",3,"Film Noir","Oman  -  Film Noir"
"Oman",4,"Game Show","Oman  -  Game Show"
"Oman",39,"Horror","Oman  -  Horror"
"Oman",1,"Musical","Oman  -  Musical"
"Oman",53,"Mystery","Oman  -  Mystery"
"Oman",4,"Reality TV","Oman  -  Reality TV"
"Oman",66,"Romance","Oman  -  Romance"
"Oman",24,"Sci Fi","Oman  -  Sci Fi"
"Oman",4,"Sport","Oman  -  Sport"
"Oman",6,"Talk Show","Oman  -  Talk Show"
"Oman",73,"Thriller","Oman  -  Thriller"
"Oman",3,"War","Oman  -  War"
"Oman",2,"Western","Oman  -  Western"
"Pakistan",308,"Action","Pakistan  -  Action"
"Pakistan",2,"Adult","Pakistan  -  Adult"
"Pakistan",104,"Adventure","Pakistan  -  Adventure"
"Pakistan",25,"Animation","Pakistan  -  Animation"
"Pakistan",143,"Comedy","Pakistan  -  Comedy"
"Pakistan",231,"Crime","Pakistan  -  Crime"
"Pakistan",9,"Documentary","Pakistan  -  Documentary"
"Pakistan",377,"Drama","Pakistan  -  Drama"
"Pakistan",16,"Family","Pakistan  -  Family"
"Pakistan",34,"Fantasy","Pakistan  -  Fantasy"
"Pakistan",3,"Film Noir","Pakistan  -  Film Noir"
"Pakistan",4,"Game Show","Pakistan  -  Game Show"
"Pakistan",4,"History","Pakistan  -  History"
"Pakistan",38,"Horror","Pakistan  -  Horror"
"Pakistan",2,"Musical","Pakistan  -  Musical"
"Pakistan",95,"Mystery","Pakistan  -  Mystery"
"Pakistan",2,"Reality TV","Pakistan  -  Reality TV"
"Pakistan",66,"Romance","Pakistan  -  Romance"
"Pakistan",47,"Sci Fi","Pakistan  -  Sci Fi"
"Pakistan",1,"Short","Pakistan  -  Short"
"Pakistan",3,"Sport","Pakistan  -  Sport"
"Pakistan",12,"Talk Show","Pakistan  -  Talk Show"
"Pakistan",87,"Thriller","Pakistan  -  Thriller"
"Pakistan",2,"War","Pakistan  -  War"
"Panama",159,"Action","Panama  -  Action"
"Panama",4,"Adult","Panama  -  Adult"
"Panama",113,"Adventure","Panama  -  Adventure"
"Panama",62,"Animation","Panama  -  Animation"
"Panama",5,"Biography","Panama  -  Biography"
"Panama",191,"Comedy","Panama  -  Comedy"
"Panama",116,"Crime","Panama  -  Crime"
"Panama",14,"Documentary","Panama  -  Documentary"
"Panama",315,"Drama","Panama  -  Drama"
"Panama",20,"Family","Panama  -  Family"
"Panama",29,"Fantasy","Panama  -  Fantasy"
"Panama",2,"Film Noir","Panama  -  Film Noir"
"Panama",3,"Game Show","Panama  -  Game Show"
"Panama",5,"History","Panama  -  History"
"Panama",33,"Horror","Panama  -  Horror"
"Panama",20,"Music","Panama  -  Music"
"Panama",3,"Musical","Panama  -  Musical"
"Panama",43,"Mystery","Panama  -  Mystery"
"Panama",5,"Reality TV","Panama  -  Reality TV"
"Panama",121,"Romance","Panama  -  Romance"
"Panama",20,"Sci Fi","Panama  -  Sci Fi"
"Panama",2,"Short","Panama  -  Short"
"Panama",5,"Sport","Panama  -  Sport"
"Panama",6,"Talk Show","Panama  -  Talk Show"
"Panama",71,"Thriller","Panama  -  Thriller"
"Panama",3,"War","Panama  -  War"
"Paraguay",150,"Action","Paraguay  -  Action"
"Paraguay",4,"Adult","Paraguay  -  Adult"
"Paraguay",103,"Adventure","Paraguay  -  Adventure"
"Paraguay",53,"Animation","Paraguay  -  Animation"
"Paraguay",4,"Biography","Paraguay  -  Biography"
