"id","n","label","parent"
"total  -  Drama  -  Spain",316,"Spain","total  -  Drama"
"total  -  Fantasy  -  Spain",38,"Spain","total  -  Fantasy"
"total  -  Horror  -  Spain",39,"Spain","total  -  Horror"
"total  -  Mystery  -  Spain",55,"Spain","total  -  Mystery"
"total  -  Romance  -  Spain",99,"Spain","total  -  Romance"
"total  -  Thriller  -  Spain",52,"Spain","total  -  Thriller"
"total  -  Action  -  Sri Lanka",199,"Sri Lanka","total  -  Action"
"total  -  Adventure  -  Sri Lanka",75,"Sri Lanka","total  -  Adventure"
"total  -  Comedy  -  Sri Lanka",173,"Sri Lanka","total  -  Comedy"
"total  -  Crime  -  Sri Lanka",143,"Sri Lanka","total  -  Crime"
"total  -  Drama  -  Sri Lanka",364,"Sri Lanka","total  -  Drama"
"total  -  Fantasy  -  Sri Lanka",33,"Sri Lanka","total  -  Fantasy"
"total  -  Mystery  -  Sri Lanka",79,"Sri Lanka","total  -  Mystery"
"total  -  Romance  -  Sri Lanka",116,"Sri Lanka","total  -  Romance"
"total  -  Sci Fi  -  Sri Lanka",38,"Sri Lanka","total  -  Sci Fi"
"total  -  Thriller  -  Sri Lanka",63,"Sri Lanka","total  -  Thriller"
"total  -  Action  -  Sweden",187,"Sweden","total  -  Action"
"total  -  Adventure  -  Sweden",128,"Sweden","total  -  Adventure"
"total  -  Animation  -  Sweden",59,"Sweden","total  -  Animation"
"total  -  Comedy  -  Sweden",159,"Sweden","total  -  Comedy"
"total  -  Crime  -  Sweden",131,"Sweden","total  -  Crime"
"total  -  Drama  -  Sweden",332,"Sweden","total  -  Drama"
"total  -  Fantasy  -  Sweden",46,"Sweden","total  -  Fantasy"
"total  -  Mystery  -  Sweden",51,"Sweden","total  -  Mystery"
"total  -  Romance  -  Sweden",80,"Sweden","total  -  Romance"
"total  -  Thriller  -  Sweden",55,"Sweden","total  -  Thriller"
"total  -  Action  -  Switzerland",194,"Switzerland","total  -  Action"
"total  -  Adventure  -  Switzerland",121,"Switzerland","total  -  Adventure"
"total  -  Comedy  -  Switzerland",180,"Switzerland","total  -  Comedy"
"total  -  Crime  -  Switzerland",149,"Switzerland","total  -  Crime"
"total  -  Drama  -  Switzerland",334,"Switzerland","total  -  Drama"
"total  -  Family  -  Switzerland",41,"Switzerland","total  -  Family"
"total  -  Fantasy  -  Switzerland",59,"Switzerland","total  -  Fantasy"
"total  -  Mystery  -  Switzerland",63,"Switzerland","total  -  Mystery"
"total  -  Romance  -  Switzerland",86,"Switzerland","total  -  Romance"
"total  -  Thriller  -  Switzerland",60,"Switzerland","total  -  Thriller"
"total  -  Action  -  Taiwan",207,"Taiwan","total  -  Action"
"total  -  Adventure  -  Taiwan",101,"Taiwan","total  -  Adventure"
"total  -  Comedy  -  Taiwan",157,"Taiwan","total  -  Comedy"
"total  -  Crime  -  Taiwan",106,"Taiwan","total  -  Crime"
"total  -  Drama  -  Taiwan",344,"Taiwan","total  -  Drama"
"total  -  Fantasy  -  Taiwan",42,"Taiwan","total  -  Fantasy"
"total  -  Mystery  -  Taiwan",82,"Taiwan","total  -  Mystery"
"total  -  Romance  -  Taiwan",155,"Taiwan","total  -  Romance"
"total  -  Sci Fi  -  Taiwan",47,"Taiwan","total  -  Sci Fi"
"total  -  Thriller  -  Taiwan",59,"Taiwan","total  -  Thriller"
"total  -  Action  -  Thailand",260,"Thailand","total  -  Action"
"total  -  Adventure  -  Thailand",152,"Thailand","total  -  Adventure"
"total  -  Comedy  -  Thailand",206,"Thailand","total  -  Comedy"
"total  -  Crime  -  Thailand",121,"Thailand","total  -  Crime"
"total  -  Drama  -  Thailand",262,"Thailand","total  -  Drama"
"total  -  Fantasy  -  Thailand",49,"Thailand","total  -  Fantasy"
"total  -  Mystery  -  Thailand",66,"Thailand","total  -  Mystery"
"total  -  Romance  -  Thailand",136,"Thailand","total  -  Romance"
"total  -  Sci Fi  -  Thailand",50,"Thailand","total  -  Sci Fi"
"total  -  Thriller  -  Thailand",79,"Thailand","total  -  Thriller"
"total  -  Action  -  Trinidad and Tobago",202,"Trinidad and Tobago","total  -  Action"
"total  -  Adventure  -  Trinidad and Tobago",121,"Trinidad and Tobago","total  -  Adventure"
"total  -  Animation  -  Trinidad and Tobago",55,"Trinidad and Tobago","total  -  Animation"
"total  -  Comedy  -  Trinidad and Tobago",163,"Trinidad and Tobago","total  -  Comedy"
"total  -  Crime  -  Trinidad and Tobago",126,"Trinidad and Tobago","total  -  Crime"
"total  -  Drama  -  Trinidad and Tobago",296,"Trinidad and Tobago","total  -  Drama"
"total  -  Fantasy  -  Trinidad and Tobago",40,"Trinidad and Tobago","total  -  Fantasy"
"total  -  Mystery  -  Trinidad and Tobago",50,"Trinidad and Tobago","total  -  Mystery"
"total  -  Romance  -  Trinidad and Tobago",86,"Trinidad and Tobago","total  -  Romance"
"total  -  Thriller  -  Trinidad and Tobago",94,"Trinidad and Tobago","total  -  Thriller"
"total  -  Action  -  Turkey",229,"Turkey","total  -  Action"
"total  -  Adventure  -  Turkey",127,"Turkey","total  -  Adventure"
"total  -  Comedy  -  Turkey",151,"Turkey","total  -  Comedy"
"total  -  Crime  -  Turkey",143,"Turkey","total  -  Crime"
"total  -  Drama  -  Turkey",341,"Turkey","total  -  Drama"
"total  -  Fantasy  -  Turkey",62,"Turkey","total  -  Fantasy"
"total  -  Horror  -  Turkey",42,"Turkey","total  -  Horror"
"total  -  Mystery  -  Turkey",61,"Turkey","total  -  Mystery"
"total  -  Romance  -  Turkey",83,"Turkey","total  -  Romance"
"total  -  Sci Fi  -  Turkey",42,"Turkey","total  -  Sci Fi"
"total  -  Thriller  -  Turkey",71,"Turkey","total  -  Thriller"
"total  -  Action  -  Ukraine",227,"Ukraine","total  -  Action"
"total  -  Adventure  -  Ukraine",139,"Ukraine","total  -  Adventure"
"total  -  Animation  -  Ukraine",66,"Ukraine","total  -  Animation"
"total  -  Comedy  -  Ukraine",179,"Ukraine","total  -  Comedy"
"total  -  Crime  -  Ukraine",165,"Ukraine","total  -  Crime"
"total  -  Drama  -  Ukraine",317,"Ukraine","total  -  Drama"
"total  -  Fantasy  -  Ukraine",36,"Ukraine","total  -  Fantasy"
"total  -  Mystery  -  Ukraine",50,"Ukraine","total  -  Mystery"
"total  -  Romance  -  Ukraine",67,"Ukraine","total  -  Romance"
"total  -  Thriller  -  Ukraine",62,"Ukraine","total  -  Thriller"
"total  -  Action  -  United Arab Emirates",221,"United Arab Emirates","total  -  Action"
"total  -  Adventure  -  United Arab Emirates",122,"United Arab Emirates","total  -  Adventure"
"total  -  Animation  -  United Arab Emirates",39,"United Arab Emirates","total  -  Animation"
"total  -  Comedy  -  United Arab Emirates",161,"United Arab Emirates","total  -  Comedy"
"total  -  Crime  -  United Arab Emirates",136,"United Arab Emirates","total  -  Crime"
"total  -  Drama  -  United Arab Emirates",343,"United Arab Emirates","total  -  Drama"
"total  -  Fantasy  -  United Arab Emirates",43,"United Arab Emirates","total  -  Fantasy"
"total  -  Mystery  -  United Arab Emirates",51,"United Arab Emirates","total  -  Mystery"
"total  -  Romance  -  United Arab Emirates",116,"United Arab Emirates","total  -  Romance"
"total  -  Thriller  -  United Arab Emirates",66,"United Arab Emirates","total  -  Thriller"
"total  -  Action  -  United Kingdom",186,"United Kingdom","total  -  Action"
"total  -  Adventure  -  United Kingdom",141,"United Kingdom","total  -  Adventure"
"total  -  Animation  -  United Kingdom",66,"United Kingdom","total  -  Animation"
"total  -  Comedy  -  United Kingdom",212,"United Kingdom","total  -  Comedy"
"total  -  Crime  -  United Kingdom",112,"United Kingdom","total  -  Crime"
"total  -  Drama  -  United Kingdom",273,"United Kingdom","total  -  Drama"
"total  -  Fantasy  -  United Kingdom",38,"United Kingdom","total  -  Fantasy"
"total  -  Mystery  -  United Kingdom",37,"United Kingdom","total  -  Mystery"
"total  -  Romance  -  United Kingdom",83,"United Kingdom","total  -  Romance"
"total  -  Thriller  -  United Kingdom",58,"United Kingdom","total  -  Thriller"
"total  -  Action  -  United States",156,"United States","total  -  Action"
"total  -  Adventure  -  United States",114,"United States","total  -  Adventure"
"total  -  Animation  -  United States",53,"United States","total  -  Animation"
"total  -  Comedy  -  United States",164,"United States","total  -  Comedy"
"total  -  Crime  -  United States",105,"United States","total  -  Crime"
"total  -  Drama  -  United States",279,"United States","total  -  Drama"
"total  -  Family  -  United States",35,"United States","total  -  Family"
"total  -  Mystery  -  United States",57,"United States","total  -  Mystery"
"total  -  Romance  -  United States",60,"United States","total  -  Romance"
"total  -  Thriller  -  United States",44,"United States","total  -  Thriller"
"total  -  Action  -  Uruguay",150,"Uruguay","total  -  Action"
"total  -  Adventure  -  Uruguay",111,"Uruguay","total  -  Adventure"
"total  -  Animation  -  Uruguay",47,"Uruguay","total  -  Animation"
"total  -  Comedy  -  Uruguay",158,"Uruguay","total  -  Comedy"
"total  -  Crime  -  Uruguay",148,"Uruguay","total  -  Crime"
"total  -  Drama  -  Uruguay",367,"Uruguay","total  -  Drama"
"total  -  Horror  -  Uruguay",41,"Uruguay","total  -  Horror"
"total  -  Mystery  -  Uruguay",68,"Uruguay","total  -  Mystery"
"total  -  Romance  -  Uruguay",82,"Uruguay","total  -  Romance"
"total  -  Thriller  -  Uruguay",81,"Uruguay","total  -  Thriller"
"total  -  Action  -  Venezuela",147,"Venezuela","total  -  Action"
"total  -  Adventure  -  Venezuela",83,"Venezuela","total  -  Adventure"
"total  -  Animation  -  Venezuela",38,"Venezuela","total  -  Animation"
"total  -  Comedy  -  Venezuela",178,"Venezuela","total  -  Comedy"
"total  -  Crime  -  Venezuela",115,"Venezuela","total  -  Crime"
"total  -  Drama  -  Venezuela",320,"Venezuela","total  -  Drama"
"total  -  Horror  -  Venezuela",31,"Venezuela","total  -  Horror"
"total  -  Mystery  -  Venezuela",49,"Venezuela","total  -  Mystery"
"total  -  Romance  -  Venezuela",118,"Venezuela","total  -  Romance"
"total  -  Thriller  -  Venezuela",76,"Venezuela","total  -  Thriller"
"total  -  Action  -  Vietnam",282,"Vietnam","total  -  Action"
"total  -  Adventure  -  Vietnam",130,"Vietnam","total  -  Adventure"
"total  -  Comedy  -  Vietnam",232,"Vietnam","total  -  Comedy"
"total  -  Crime  -  Vietnam",132,"Vietnam","total  -  Crime"
"total  -  Drama  -  Vietnam",319,"Vietnam","total  -  Drama"
"total  -  Fantasy  -  Vietnam",46,"Vietnam","total  -  Fantasy"
"total  -  Mystery  -  Vietnam",64,"Vietnam","total  -  Mystery"
"total  -  Romance  -  Vietnam",123,"Vietnam","total  -  Romance"
"total  -  Sci Fi  -  Vietnam",49,"Vietnam","total  -  Sci Fi"
"total  -  Thriller  -  Vietnam",83,"Vietnam","total  -  Thriller"
